"discharge","smooth"
0,0.0877260946279079
13.8632657314629,0.0850476353226533
27.7265314629259,0.0823691760173975
41.5897971943888,0.079690716712138
55.4530629258517,0.0770122574068808
69.3163286573146,0.0743337981016294
83.1795943887776,0.0716553387963709
97.0428601202405,0.0689768794911176
110.906125851703,0.066298420185861
124.769391583166,0.063619961012413
138.632657314629,0.0609415744996582
152.495923046092,0.0582637020230722
166.359188777555,0.0555872501759951
180.222454509018,0.0529135557232254
194.085720240481,0.0502443487745081
207.948985971944,0.0475817165307451
221.812251703407,0.0449280676153914
235.67551743487,0.0422860969815121
249.538783166333,0.0396587514891064
263.402048897796,0.0370491961682512
277.265314629259,0.0344607812021408
291.128580360721,0.0318970096715314
304.991846092184,0.0293615061059073
318.855111823647,0.0268579858835227
332.71837755511,0.0243902255176709
346.581643286573,0.0219620338982133
360.444909018036,0.0195772245281751
374.308174749499,0.0172395888001872
388.171440480962,0.0149528703591749
402.034706212425,0.0127207405952662
415.897971943888,0.0105467753029322
429.761237675351,0.00843443256932802
443.624503406814,0.00638703192347701
457.487769138277,0.00440773477767815
471.351034869739,0.00249952619764258
485.214300601202,0.000665198032369014
499.077566332665,-0.00109266657073957
512.940832064128,-0.002771707255718
526.804097795591,-0.00436979909425798
540.667363527054,-0.00588506377025406
554.530629258517,-0.00731587931582766
568.39389498998,-0.00866088838318922
582.257160721443,-0.00991900505005874
596.120426452906,-0.0110894201623043
609.983692184369,-0.012171605237062
623.846957915832,-0.0131653148988757
637.710223647295,-0.0140705878750147
651.573489378757,-0.0148877465991487
665.43675511022,-0.0156173954354972
679.300020841683,-0.0162604175541308
693.163286573146,-0.0168179704934675
707.026552304609,-0.0172914804633247
720.889818036072,-0.0176826354050961
734.753083767535,-0.0179933768532066
748.616349498998,-0.018225890685978
762.479615230461,-0.0183825968069853
776.342880961924,-0.0184661378160636
790.206146693387,-0.0184793667336264
804.06941242485,-0.018425333852436
817.932678156313,-0.0183072727729404
831.795943887776,-0.0181285856828924
845.659209619238,-0.0178928279869005
859.522475350701,-0.0176036923504061
873.385741082164,-0.01726499223477
887.249006813627,-0.0168806450030763
901.11227254509,-0.0164546546790774
914.975538276553,-0.015991094436084
928.838804008016,-0.0154940888929173
942.702069739479,-0.0149677963134765
956.565335470942,-0.014416390785383
970.428601202405,-0.0138440444574274
984.291866933868,-0.0132549099157712
998.155132665331,-0.0126531027758713
1012.01839839679,-0.0120426845631856
1025.88166412826,-0.0114276459708278
1039.74492985972,-0.0108118905606621
1053.60819559118,-0.0101992189762846
1067.47146132265,-0.0095933137362224
1081.33472705411,-0.00899772467161564
1095.19799278557,-0.00841585506685119
1109.06125851703,-0.00785094855196911
1122.9245242485,-0.00730607683159984
1136.78778997996,-0.00678412827890121
1150.65105571142,-0.00628779743621971
1164.51432144289,-0.00581957546771638
1178.37758717435,-0.00538174160020233
1192.24085290581,-0.00497635558156794
1206.10411863727,-0.00460525117073728
1219.96738436874,-0.00427003072032043
1233.8306501002,-0.00397206084660647
1247.69391583166,-0.00371246918690919
1261.55718156313,-0.00349214225975954
1275.42044729459,-0.00331172604681866
1289.28371302605,-0.00317167433466136
1303.14697875751,-0.00307225813449877
1317.01024448898,-0.00301351303804639
1330.87351022044,-0.00299523924766523
1344.7367759519,-0.00301700592131307
1358.60004168337,-0.00307815653381799
1372.46330741483,-0.00317781522460762
1386.32657314629,-0.00331489409691027
1400.18983887776,-0.00348810141994438
1414.05310460922,-0.00369595071399894
1427.91637034068,-0.00393677067177053
1441.77963607214,-0.00420871584088963
1455.64290180361,-0.00450977802623124
1469.50616753507,-0.00483780586548637
1483.36943326653,-0.00519055183912785
1497.232698998,-0.0055656581254521
1511.09596472946,-0.00596065581989893
1524.95923046092,-0.00637297904352928
1538.82249619238,-0.00679997940647807
1552.68576192385,-0.00723894075309189
1566.54902765531,-0.00768709412136756
1580.41229338677,-0.00814163284781738
1594.27555911824,-0.00859972774870119
1608.1388248497,-0.00905854166517328
1622.00209058116,-0.00951524318611639
1635.86535631263,-0.00996702329390661
1649.72862204409,-0.010411110572223
1663.59188777555,-0.0108447857443205
1677.45515350701,-0.0112653958843935
1691.31841923848,-0.0116703682423431
1705.18168496994,-0.0120572236253962
1719.0449507014,-0.0124235892602042
1732.90821643287,-0.0127672110952848
1746.77148216433,-0.0130859654918954
1760.63474789579,-0.0133778625875213
1774.49801362725,-0.0136410177994892
1788.36127935872,-0.0138736884817692
1802.22454509018,-0.0140742617829405
1816.08781082164,-0.0142412653247301
1829.95107655311,-0.0143734048292198
1843.81434228457,-0.0144695232728395
1857.67760801603,-0.0145286303580442
1871.5408737475,-0.0145499351844852
1885.40413947896,-0.0145328082774455
1899.26740521042,-0.0144767783265638
1913.13067094188,-0.0143815801273556
1926.99393667335,-0.0142471519023653
1940.85720240481,-0.0140735826405166
1954.72046813627,-0.0138611358809749
1968.58373386774,-0.0136102682995208
1982.4469995992,-0.0133215765456026
1996.31026533066,-0.0129958349947094
2010.17353106212,-0.012634010964845
2024.03679679359,-0.0122372364102998
2037.90006252505,-0.0118067693442823
2051.76332825651,-0.0113440325740345
2065.62659398798,-0.0108506134186261
2079.48985971944,-0.010328254649228
2093.3531254509,-0.00977884474218203
