"wind_v","smooth"
-4.8251,-0.0644417757866981
-4.81504348697395,-0.0643335665997163
-4.8049869739479,-0.0642253574127345
-4.79493046092184,-0.0641171482257527
-4.78487394789579,-0.0640089390387708
-4.77481743486974,-0.063900729851789
-4.76476092184369,-0.0637925206648072
-4.75470440881764,-0.0636843114778254
-4.74464789579158,-0.0635761022908436
-4.73459138276553,-0.0634678931038618
-4.72453486973948,-0.06335968391688
-4.71447835671343,-0.0632514747298982
-4.70442184368738,-0.0631432655429164
-4.69436533066132,-0.0630350563559346
-4.68430881763527,-0.0629268471689528
-4.67425230460922,-0.062818637981971
-4.66419579158317,-0.0627104287949892
-4.65413927855711,-0.0626022196080074
-4.64408276553106,-0.0624940104210256
-4.63402625250501,-0.0623858012340438
-4.62396973947896,-0.062277592047062
-4.61391322645291,-0.0621693828600801
-4.60385671342685,-0.0620611736730983
-4.5938002004008,-0.0619529644861159
-4.58374368737475,-0.0618447552990913
-4.5736871743487,-0.0617365461119168
-4.56363066132265,-0.0616283369244787
-4.55357414829659,-0.0615201277366632
-4.54351763527054,-0.0614119185483566
-4.53346112224449,-0.0613037093594453
-4.52340460921844,-0.0611955001698154
-4.51334809619239,-0.0610872909793533
-4.50329158316633,-0.0609790817879452
-4.49323507014028,-0.0608708725954775
-4.48317855711423,-0.0607626634018364
-4.47312204408818,-0.0606544542069081
-4.46306553106213,-0.0605462450105791
-4.45300901803607,-0.0604380358127354
-4.44295250501002,-0.0603298266132635
-4.43289599198397,-0.0602216174120495
-4.42283947895792,-0.0601134082089799
-4.41278296593186,-0.0600051990039408
-4.40272645290581,-0.0598969897968185
-4.39266993987976,-0.0597887805874993
-4.38261342685371,-0.0596805713758695
-4.37255691382766,-0.0595723621618154
-4.3625004008016,-0.0594641529452232
-4.35244388777555,-0.0593559437259793
-4.3423873747495,-0.0592477345039698
-4.33233086172345,-0.0591395252790812
-4.3222743486974,-0.0590313160511996
-4.31221783567134,-0.0589231068202113
-4.30216132264529,-0.0588148975860026
-4.29210480961924,-0.0587066883484599
-4.28204829659319,-0.0585984791074693
-4.27199178356713,-0.0584902698629172
-4.26193527054108,-0.0583820606146898
-4.25187875751503,-0.0582738513626734
-4.24182224448898,-0.0581656421067543
-4.23176573146293,-0.0580574328468187
-4.22170921843687,-0.057949223582753
-4.21165270541082,-0.0578410143144435
-4.20159619238477,-0.0577328050417763
-4.19153967935872,-0.0576245957646379
-4.18148316633267,-0.0575163864829143
-4.17142665330661,-0.057408177196492
-4.16137014028056,-0.0572999679052573
-4.15131362725451,-0.0571917586090963
-4.14125711422846,-0.0570835493078954
-4.13120060120241,-0.0569753400015409
-4.12114408817635,-0.056867130689919
-4.1110875751503,-0.056758921372916
-4.10103106212425,-0.0566507120504182
-4.0909745490982,-0.0565425027223118
-4.08091803607214,-0.0564342933884832
-4.07086152304609,-0.0563260840488186
-4.06080501002004,-0.0562178747032044
-4.05074849699399,-0.0561096653515267
-4.04069198396794,-0.0560014559936719
-4.03063547094188,-0.0558932466295262
-4.02057895791583,-0.0557850372589759
-4.01052244488978,-0.0556768278819073
-4.00046593186373,-0.0555686184982067
-3.99040941883768,-0.0554604091077604
-3.98035290581162,-0.0553521997104546
-3.97029639278557,-0.0552439903061755
-3.96023987975952,-0.0551357808948096
-3.95018336673347,-0.0550275714762431
-3.94012685370742,-0.0549193620503622
-3.93007034068136,-0.0548111526170532
-3.92001382765531,-0.0547029431762024
-3.90995731462926,-0.0545947337276961
-3.89990080160321,-0.0544865242714206
-3.88984428857716,-0.0543783148072621
-3.8797877755511,-0.0542701053351069
-3.86973126252505,-0.0541618958548414
-3.859674749499,-0.0540536863663517
-3.84961823647295,-0.0539454768695241
-3.83956172344689,-0.053837267364245
-3.82950521042084,-0.0537290578504006
-3.81944869739479,-0.0536208483278772
-3.80939218436874,-0.053512638796561
-3.79933567134269,-0.0534044292563384
-3.78927915831663,-0.0532962197070956
-3.77922264529058,-0.053188010148719
