"wind_v","smooth"
-4.36715,-0.101928736383544
-4.35009709418838,-0.101555510112498
-4.33304418837675,-0.101182316689384
-4.31599128256513,-0.100809158382916
-4.29893837675351,-0.100436037461812
-4.28188547094188,-0.100062956194787
-4.26483256513026,-0.0996899168505595
-4.24777965931864,-0.0993169216978444
-4.23072675350701,-0.0989439730053584
-4.21367384769539,-0.098571073041818
-4.19662094188377,-0.0981982240759396
-4.17956803607214,-0.0978254283764395
-4.16251513026052,-0.0974526882120341
-4.1454622244489,-0.0970800058514398
-4.12840931863728,-0.096707383563373
-4.11135641282565,-0.0963348236165501
-4.09430350701403,-0.0959623282796876
-4.07725060120241,-0.0955898998215017
-4.06019769539078,-0.0952175405107089
-4.04314478957916,-0.0948452526160256
-4.02609188376754,-0.0944730384061681
-4.00903897795591,-0.094100900149853
-3.99198607214429,-0.0937288401157964
-3.97493316633267,-0.093356860572715
-3.95788026052104,-0.0929849637893249
-3.94082735470942,-0.0926131520343427
-3.9237744488978,-0.0922414275764847
-3.90672154308617,-0.0918697926844674
-3.88966863727455,-0.0914982496270071
-3.87261573146293,-0.0911268006728202
-3.8555628256513,-0.090755448090623
-3.83850991983968,-0.0903841941491321
-3.82145701402806,-0.0900130411170638
-3.80440410821643,-0.0896419912631344
-3.78735120240481,-0.0892710468560605
-3.77029829659319,-0.0889002101645582
-3.75324539078156,-0.0885294834573442
-3.73619248496994,-0.0881588690031347
-3.71913957915832,-0.0877883690706462
-3.70208667334669,-0.0874179859285949
-3.68503376753507,-0.0870477218456975
-3.66798086172345,-0.0866775790906701
-3.65092795591182,-0.0863075599322293
-3.6338750501002,-0.0859376666390914
-3.61682214428858,-0.0855679014799728
-3.59976923847695,-0.0851982667235899
-3.58271633266533,-0.0848287646386591
-3.56566342685371,-0.0844593974938967
-3.54861052104209,-0.0840901675580193
-3.53155761523046,-0.0837210770997431
-3.51450470941884,-0.0833521283877846
-3.49745180360722,-0.0829833236908601
-3.48039889779559,-0.0826146652776861
-3.46334599198397,-0.082246155416979
-3.44629308617235,-0.081877796377455
-3.42924018036072,-0.0815095904278308
-3.4121872745491,-0.0811415398368225
-3.39513436873748,-0.0807736468731466
-3.37808146292585,-0.0804059138055196
-3.36102855711423,-0.0800383429026578
-3.34397565130261,-0.0796709364332775
-3.32692274549098,-0.0793036966660953
-3.30986983967936,-0.0789366258698274
-3.29281693386774,-0.0785697263131903
-3.27576402805611,-0.0782030002649004
-3.25871112224449,-0.0778364499936741
-3.24165821643287,-0.0774700777682277
-3.22460531062124,-0.077103885859714
