"wind_v","smooth"
-4.8268,0.0084361680070548
-4.81666853707415,0.00842184279003581
-4.8065370741483,0.00840751757301682
-4.79640561122245,0.00839319235599784
-4.78627414829659,0.00837886713897885
-4.77614268537074,0.00836454192195986
-4.76601122244489,0.00835021670494087
-4.75587975951904,0.00833589148792188
-4.74574829659319,0.0083215662709029
-4.73561683366734,0.00830724105388391
-4.72548537074148,0.00829291583686492
-4.71535390781563,0.00827859061984593
-4.70522244488978,0.00826426540282695
-4.69509098196393,0.00824994018580796
-4.68495951903808,0.00823561496878897
-4.67482805611222,0.00822128975176998
-4.66469659318637,0.00820696453475099
-4.65456513026052,0.008192639317732
-4.64443366733467,0.00817831410071302
-4.63430220440882,0.00816398888369403
-4.62417074148297,0.00814966366667504
-4.61403927855711,0.00813533844965605
-4.60390781563126,0.00812101323263707
-4.59377635270541,0.00810668801561729
-4.58364488977956,0.00809236279854318
-4.57351342685371,0.00807803758127603
-4.56338196392786,0.00806371236366938
-4.553250501002,0.00804938714557679
-4.54311903807615,0.00803506192685181
-4.5329875751503,0.008020736707348
-4.52285611222445,0.00800641148691889
-4.5127246492986,0.00799208626541805
-4.50259318637275,0.00797776104269903
-4.49246172344689,0.00796343581861537
-4.48233026052104,0.00794911059302064
-4.47219879759519,0.00793478536576838
-4.46206733466934,0.00792046013671214
-4.45193587174349,0.00790613490570547
-4.44180440881764,0.00789180967260194
-4.43167294589178,0.00787748443725508
-4.42154148296593,0.00786315919951845
-4.41141002004008,0.0078488339592456
-4.40127855711423,0.00783450871629009
-4.39114709418838,0.00782018347050547
-4.38101563126253,0.00780585822174528
-4.37088416833667,0.00779153296986308
-4.36075270541082,0.00777720771471242
-4.35062124248497,0.00776288245614685
-4.34048977955912,0.00774855719401993
-4.33035831663327,0.0077342319281852
-4.32022685370741,0.00771990665849623
-4.31009539078156,0.00770558138480655
-4.29996392785571,0.00769125610696972
-4.28983246492986,0.0076769308248393
-4.27970100200401,0.00766260553826882
-4.26956953907816,0.00764828024711186
-4.2594380761523,0.00763395495122195
-4.24930661322645,0.00761962965045266
-4.2391751503006,0.00760530434465752
-4.22904368737475,0.0075909790336901
-4.2189122244489,0.00757665371740395
-4.20878076152305,0.00756232839565261
-4.19864929859719,0.00754800306828963
-4.18851783567134,0.00753367773516858
-4.17838637274549,0.007519352396143
-4.16825490981964,0.00750502705106645
-4.15812344689379,0.00749070169979247
-4.14799198396794,0.00747637634217462
-4.13786052104208,0.00746205097806644
-4.12772905811623,0.0074477256073215
-4.11759759519038,0.00743340022979334
-4.10746613226453,0.00741907484533551
-4.09733466933868,0.00740474945380157
-4.08720320641283,0.00739042405504507
-4.07707174348697,0.00737609864891955
-4.06694028056112,0.00736177323527858
-4.05680881763527,0.00734744781397569
-4.04667735470942,0.00733312238486446
-4.03654589178357,0.00731879694779842
-4.02641442885772,0.00730447150263112
-4.01628296593186,0.00729014604921613
-4.00615150300601,0.00727582058740699
-3.99602004008016,0.00726149511705724
-3.98588857715431,0.00724716963802046
-3.97575711422846,0.00723284415015018
-3.96562565130261,0.00721851865329996
-3.95549418837675,0.00720419314732335
-3.9453627254509,0.0071898676320739
-3.93523126252505,0.00717554210740517
-3.9250997995992,0.0071612165731707
-3.91496833667335,0.00714689102922404
-3.9048368737475,0.00713256547541876
-3.89470541082164,0.00711823991160839
-3.88457394789579,0.0071039143376465
-3.87444248496994,0.00708958875338663
-3.86431102204409,0.00707526315868234
-3.85417955911824,0.00706093755338717
-3.84404809619239,0.00704661193735468
-3.83391663326653,0.00703228631043843
-3.82378517034068,0.00701796067249195
-3.81365370741483,0.00700363502336881
-3.80352224448898,0.00698930936292256
-3.79339078156313,0.00697498369100674
-3.78325931863727,0.00696065800747491
-3.77312785571142,0.00694633231218062
-3.76299639278557,0.00693200660497743
-3.75286492985972,0.00691768088571888
-3.74273346693387,0.00690335515425853
-3.73260200400802,0.00688902941044992
-3.72247054108216,0.00687470365414661
-3.71233907815631,0.00686037788520216
-3.70220761523046,0.0068460521034701
-3.69207615230461,0.00683172630880401
-3.68194468937876,0.00681740050105742
-3.67181322645291,0.00680307468008388
-3.66168176352705,0.00678874884573696
-3.6515503006012,0.0067744229978702
-3.64141883767535,0.00676009713633715
-3.6312873747495,0.00674577126099137
-3.62115591182365,0.0067314453716864
-3.6110244488978,0.00671711946827581
-3.60089298597194,0.00670279355061313
-3.59076152304609,0.00668846761855193
-3.58063006012024,0.00667414167194575
-3.57049859719439,0.00665981571064814
-3.56036713426854,0.00664548973451266
-3.55023567134269,0.00663116374339286
-3.54010420841683,0.0066168377371423
-3.52997274549098,0.00660251171561451
-3.51984128256513,0.00658818567866306
-3.50970981963928,0.00657385962614149
-3.49957835671343,0.00655953355790336
-3.48944689378758,0.00654520747380222
-3.47931543086172,0.00653088137369163
-3.46918396793587,0.00651655525742512
-3.45905250501002,0.00650222912485626
-3.44892104208417,0.0064879029758386
-3.43878957915832,0.00647357681022568
-3.42865811623247,0.00645925062787106
-3.41852665330661,0.0064449244286283
-3.40839519038076,0.00643059821235093
-3.39826372745491,0.00641627197889253
-3.38813226452906,0.00640194572810663
