"wind_u","smooth"
-0.19195,-0.0185910115427415
-0.183399098196393,-0.0187946101941665
-0.174848196392786,-0.0189964770307423
-0.166297294589178,-0.0191966111089984
-0.157746392785571,-0.01939501152963
-0.149195490981964,-0.0195916774375332
-0.140644589178357,-0.019786608021837
-0.13209368737475,-0.0199798025159354
-0.123542785571142,-0.0201712601975166
-0.114991883767535,-0.0203609803885916
-0.106440981963928,-0.020548962455521
-0.0978900801603207,-0.0207352058090394
-0.0893391783567135,-0.0209197099042801
-0.0807882765531062,-0.0211024742407968
-0.072237374749499,-0.0212834983625836
-0.0636864729458918,-0.0214627818580954
-0.0551355711422846,-0.0216403243602641
-0.0465846693386774,-0.0218161255465161
-0.0380337675350702,-0.0219901851387875
-0.0294828657314629,-0.0221625029035365
-0.0209319639278557,-0.0223330786517541
-0.0123810621242485,-0.0225019122389737
-0.00383016032064132,-0.0226690035652803
0.00472074148296589,-0.0228343525753169
0.0132716432865731,-0.02299795925829
0.0218225450901803,-0.0231598236479742
0.0303734468937875,-0.0233199458227135
0.0389243486973948,-0.0234783259054234
0.047475250501002,-0.0236349640635897
0.0560261523046092,-0.0237898605092668
0.0645770541082164,-0.0239430154990734
0.0731279559118236,-0.0240944293341884
0.0816788577154308,-0.0242441023603436
0.090229759519038,-0.0243920349678159
0.0987806613226452,-0.0245382275914177
0.107331563126252,-0.0246826807104855
0.11588246492986,-0.0248253948488677
0.124433366733467,-0.02496637057491
0.132984268537074,-0.02510560850144
0.141535170340681,-0.0252431092857502
0.150086072144289,-0.0253788736295786
0.158636973947896,-0.0255129022790909
0.167187875751503,-0.0256451960248578
0.17573877755511,-0.0257757557018309
0.184289679358717,-0.0259045821893178
0.192840581162325,-0.0260316764109554
0.201391482965932,-0.0261570393346824
0.209942384769539,-0.0262806719727099
0.218493286573146,-0.0264025753814902
0.227044188376753,-0.0265227506616845
0.235595090180361,-0.0266411989581286
0.244145991983968,-0.0267579214597977
0.252696893787575,-0.0268729193997689
0.261247795591182,-0.0269861940551828
0.26979869739479,-0.0270977467472028
0.278349599198397,-0.0272075788409738
0.286900501002004,-0.0273156917455783
0.295451402805611,-0.0274220869139915
0.304002304609218,-0.0275267658430351
0.312553206412826,-0.0276297300733285
0.321104108216433,-0.0277309811892398
0.32965501002004,-0.0278305208188335
0.338205911823647,-0.0279283506338186
0.346756813627254,-0.0280244723494932
0.355307715430862,-0.0281188877246893
0.363858617234469,-0.0282115985617162
0.372409519038076,-0.0283026067062995
0.380960420841683,-0.0283919140475194
0.38951132264529,-0.0284795225177487
0.398062224448898,-0.0285654340925876
0.406613126252505,-0.0286496507907982
0.415164028056112,-0.0287321746742366
0.423714929859719,-0.0288130078477839
0.432265831663327,-0.0288921524592742
0.440816733466934,-0.0289696106994236
0.449367635270541,-0.0290453848017538
0.457918537074148,-0.0291194770425176
0.466469438877755,-0.0291918897406203
0.475020340681363,-0.0292626252575401
0.48357124248497,-0.0293316859972475
0.492122144288577,-0.0293990744061215
0.500673046092184,-0.0294647929728654
0.509223947895791,-0.0295288442284203
0.517774849699399,-0.0295912307458766
0.526325751503006,-0.0296519551403844
0.534876653306613,-0.029711020069061
0.54342755511022,-0.0297684282308982
0.551978456913828,-0.0298241823666664
0.560529358717435,-0.0298782852588194
0.569080260521042,-0.0299307397313944
0.577631162324649,-0.0299815486499102
0.586182064128256,-0.0300307149212647
0.594732965931864,-0.0300782414936301
0.603283867735471,-0.0301241313563472
0.611834769539078,-0.0301683875398161
0.620385671342685,-0.0302110131153874
0.628936573146292,-0.030252011195249
0.6374874749499,-0.0302913849323126
0.646038376753507,-0.0303291375200986
0.654589278557114,-0.0303652721926165
0.663140180360721,-0.0303997922242477
0.671691082164328,-0.0304327009296216
0.680241983967936,-0.0304640016634935
0.688792885771543,-0.0304936978206181
0.69734378757515,-0.0305217928356224
0.705894689378757,-0.0305482901828761
0.714445591182365,-0.0305731933763601
0.722996492985972,-0.0305965059695323
0.731547394789579,-0.030618231555193
0.740098296593186,-0.030638373765346
0.748649198396794,-0.03065693627106
0.757200100200401,-0.0306739227823266
0.765751002004008,-0.0306893370479185
0.774301903807615,-0.0307031828552393
0.782852805611222,-0.030715464030179
0.79140370741483,-0.0307261844369603
0.799954609218437,-0.0307353479779879
0.808505511022044,-0.0307429585936935
0.817056412825651,-0.0307490202623792
0.825607314629258,-0.0307535370000588
0.834158216432866,-0.0307565128602954
0.842709118236473,-0.0307579519340393
0.85126002004008,-0.0307578583494614
0.859810921843687,-0.0307562362717867
0.868361823647294,-0.0307530899031229
0.876912725450902,-0.0307484234822879
0.885463627254509,-0.0307422412846357
0.894014529058116,-0.0307345476218793
0.902565430861723,-0.0307253468419108
0.91111633266533,-0.0307146433286201
0.919667234468938,-0.0307024415017106
0.928218136272545,-0.0306887458165132
0.936769038076152,-0.0306735607637962
0.945319939879759,-0.0306568908695757
0.953870841683367,-0.0306387406949204
0.962421743486974,-0.030619114835758
0.970972645290581,-0.0305980179226751
0.979523547094188,-0.0305754546207147
