"tide_range","smooth"
0.62935,0.0107187897453592
0.629599098196393,0.0106774404645116
0.629848196392786,0.010636091183664
0.630097294589178,0.0105947419028164
0.630346392785571,0.0105533926219688
0.630595490981964,0.0105120433411212
0.630844589178357,0.0104706940602736
0.63109368737475,0.010429344779426
0.631342785571142,0.0103879954985784
0.631591883767535,0.0103466462177308
0.631840981963928,0.0103052969368832
0.632090080160321,0.0102639476560356
0.632339178356713,0.010222598375188
0.632588276553106,0.0101812490943403
0.632837374749499,0.0101398998134928
0.633086472945892,0.0100985505326452
0.633335571142285,0.0100572012517975
0.633584669338677,0.0100158519709499
0.63383376753507,0.00997450269010233
0.634082865731463,0.00993315340925473
0.634331963927856,0.00989180412840712
0.634581062124248,0.00985045484755952
0.634830160320641,0.00980910556671192
0.635079258517034,0.00976775628586435
0.635328356713427,0.00972640700501945
0.63557745490982,0.00968505772418396
0.635826553106212,0.00964370844336507
0.636075651302605,0.00960235916256997
0.636324749498998,0.00956100988180814
0.636573847695391,0.00951966060109306
0.636822945891784,0.0094783113204385
0.637072044088176,0.00943696203985832
0.637321142284569,0.00939561275936628
0.637570240480962,0.00935426347897623
0.637819338677355,0.00931291419870197
0.638068436873747,0.0092715649185573
0.63831753507014,0.00923021563855799
0.638566633266533,0.00918886635872316
0.638815731462926,0.00914751707907237
0.639064829659319,0.0091061677996251
0.639313927855711,0.0090648185204009
0.639563026052104,0.0090234692414193
0.639812124248497,0.00898211996269978
0.64006122244489,0.00894077068426191
0.640310320641283,0.00889942140612517
0.640559418837675,0.00885807212830913
0.640808517034068,0.00881672285083326
0.641057615230461,0.00877537357371714
0.641306713426854,0.00873402429698162
0.641555811623246,0.0086926750206503
0.641804909819639,0.0086513257447472
0.642054008016032,0.00860997646929623
0.642303106212425,0.00856862719432259
0.642552204408818,0.00852727791985394
0.64280130260521,0.00848592864591831
0.643050400801603,0.00844457937254371
0.643299498997996,0.00840323009975918
0.643548597194389,0.00836188082759614
0.643797695390782,0.00832053155608624
0.644046793587174,0.00827918228526121
0.644295891783567,0.00823783301515365
0.64454498997996,0.00819648374579826
0.644794088176353,0.00815513447723009
0.645043186372745,0.00811378520948412
0.645292284569138,0.0080724359425962
0.645541382765531,0.00803108667660404
0.645790480961924,0.00798973741154566
0.646039579158317,0.00794838814745905
0.646288677354709,0.00790703888438289
0.646537775551102,0.00786568962235763
0.646786873747495,0.0078243403614239
0.647035971943888,0.00778299110162242
0.647285070140281,0.0077416418429944
0.647534168336673,0.00770029258558268
0.647783266533066,0.00765894332943026
0.648032364729459,0.00761759407458018
0.648281462925852,0.00757624482107598
0.648530561122244,0.00753489556896252
0.648779659318637,0.00749354631828494
0.64902875751503,0.00745219706908831
0.649277855711423,0.00741084782141818
0.649526953907816,0.00736949857532123
0.649776052104208,0.00732814933084434
0.650025150300601,0.00728680008803446
0.650274248496994,0.00724545084693878
0.650523346693387,0.00720410160760559
0.65077244488978,0.00716275237008328
0.651021543086172,0.00712140313442034
0.651270641282565,0.00708005390066543
0.651519739478958,0.00703870466886812
0.651768837675351,0.00699735543907814
0.652017935871744,0.00695600621134518
0.652267034068136,0.00691465698571921
0.652516132264529,0.00687330776225084
0.652765230460922,0.00683195854099082
0.653014328657315,0.00679060932198995
0.653263426853707,0.00674926010529914
0.6535125250501,0.00670791089096989
0.653761623246493,0.00666656167905376
0.654010721442886,0.00662521246960238
0.654259819639278,0.00658386326266746
0.654508917835671,0.00654251405830108
0.654758016032064,0.00650116485655551
0.655007114228457,0.00645981565748291
0.65525621242485,0.00641846646113561
0.655505310621243,0.00637711726756614
0.655754408817635,0.00633576807682717
0.656003507014028,0.00629441888897132
0.656252605210421,0.00625306970405122
0.656501703406814,0.00621172052211975
0.656750801603206,0.00617037134322974
0.656999899799599,0.00612902216743407
0.657248997995992,0.00608767299478559
0.657498096192385,0.00604632382533724
0.657747194388777,0.00600497465914192
0.65799629258517,0.00596362549625253
0.658245390781563,0.00592227633672201
0.658494488977956,0.00588092718060315
0.658743587174349,0.00583957802794879
0.658992685370742,0.00579822887881171
0.659241783567134,0.00575687973324471
0.659490881763527,0.00571553059130035
0.65973997995992,0.00567418145303118
0.659989078156313,0.00563283231848975
0.660238176352705,0.00559148318772852
0.660487274549098,0.00555013406079974
0.660736372745491,0.00550878493775551
0.660985470941884,0.00546743581864795
0.661234569138276,0.00542608670352915
0.661483667334669,0.00538473759245076
0.661732765531062,0.00534338848546439
0.661981863727455,0.0053020393826216
0.662230961923848,0.0052606902839739
0.66248006012024,0.00521934118957232
0.662729158316633,0.00517799209946777
0.662978256513026,0.00513664301371116
0.663227354709419,0.00509529393235327
0.663476452905812,0.0050539448554444
0.663725551102204,0.00501259578303463
0.663974649298597,0.0049712467151741
0.66422374749499,0.00492989765191278
0.664472845691383,0.00488854859330007
0.664721943887776,0.00484719953938518
0.664971042084168,0.00480585049021729
0.665220140280561,0.0047645014458455
0.665469238476954,0.00472315240631819
0.665718336673347,0.00468180337168359
0.665967434869739,0.00464045434198986
0.666216533066132,0.00459910531728504
0.666465631262525,0.0045577562976165
0.666714729458918,0.00451640728303127
0.666963827655311,0.00447505827357647
0.667212925851703,0.004433709269299
0.667462024048096,0.00439236027024506
0.667711122244489,0.0043510112764605
0.667960220440882,0.00430966228799117
0.668209318637275,0.00426831330488285
0.668458416833667,0.00422696432718042
0.66870751503006,0.00418561535492848
0.668956613226453,0.00414426638817158
0.669205711422846,0.00410291742695422
0.669454809619238,0.00406156847131995
0.669703907815631,0.00402021952131197
0.669953006012024,0.00397887057697354
0.670202104208417,0.00393752163834769
0.67045120240481,0.00389617270547664
0.670700300601202,0.00385482377840214
0.670949398797595,0.003813474857166
0.671198496993988,0.00377212594180984
0.671447595190381,0.00373077703237436
0.671696693386774,0.00368942812889986
0.671945791583166,0.00364807923142657
